City_ID,City,Country,Date,Lat,Lng,Temp,Min Temp,Max Temp,Current Description,Current Details,Humidity,Cloudiness,Wind Speed
186,Ilulissat,GL,2022-07-15 04:22:44,69.2167,-51.1,53.62,53.62,53.62,Clouds,overcast clouds,40,100,14.97
187,Slave Lake,CA,2022-07-15 04:26:30,55.2834,-114.769,64.38,64.38,64.38,Clouds,overcast clouds,68,100,3.44
188,Atambua,ID,2022-07-15 04:26:31,-9.1061,124.8925,79.97,79.97,79.97,Clouds,broken clouds,55,79,2.84
189,Vao,NC,2022-07-15 04:26:31,-22.6667,167.4833,69.98,69.98,69.98,Clear,clear sky,68,2,19.73
190,Victor Harbor,AU,2022-07-15 04:26:32,-35.5667,138.6167,55.99,53.67,55.99,Clouds,overcast clouds,70,100,1.01
191,Xicotencatl,MX,2022-07-15 04:26:32,23.0167,-98.8833,75.49,75.2,76.19,Clouds,broken clouds,79,75,2.51
192,Coihaique,CL,2022-07-15 04:26:33,-45.5752,-72.0662,31.95,30.81,31.95,Clouds,few clouds,74,20,2.3
193,Fier,AL,2022-07-15 04:26:34,40.7239,19.5561,68.63,68.63,68.63,Clear,clear sky,48,5,3.38
194,Souillac,MU,2022-07-15 04:26:35,-20.5167,57.5167,66.58,66.58,66.58,Clouds,broken clouds,88,75,3.44
195,Cochrane,CA,2022-07-15 04:22:37,51.1834,-114.4687,65.52,62.01,67.24,Clear,clear sky,60,2,3.44
196,Gizo,SB,2022-07-15 04:26:37,-8.103,156.8419,84.02,84.02,84.02,Clouds,overcast clouds,65,100,12.03
197,Makhachkala,RU,2022-07-15 04:26:38,42.9764,47.5024,80.02,80.02,80.58,Clouds,overcast clouds,50,97,8.43
198,Olean,US,2022-07-15 04:22:47,42.0776,-78.4297,56.17,52.95,63.18,Clear,clear sky,76,0,0.0
199,Le Port,RE,2022-07-15 04:26:39,-20.9373,55.2919,67.48,66.16,68.61,Clouds,scattered clouds,77,35,5.93
200,Makakilo City,US,2022-07-15 04:22:53,21.3469,-158.0858,80.49,74.98,82.72,Clouds,few clouds,60,20,13.8
201,Santa Isabel,BR,2022-07-15 04:26:39,-23.3156,-46.2214,61.9,61.9,61.9,Clear,clear sky,82,9,3.22
202,Roros,NO,2022-07-15 04:26:40,62.5747,11.3842,42.64,42.64,42.64,Rain,light rain,75,75,18.41
203,Nakamura,JP,2022-07-15 04:26:40,32.9833,132.9333,85.89,85.89,85.89,Clouds,overcast clouds,54,100,6.93
204,Mahebourg,MU,2022-07-15 04:26:41,-20.4081,57.7,66.49,66.49,71.26,Clouds,broken clouds,88,75,3.44
205,Turkan,AZ,2022-07-15 04:26:41,40.3639,50.215,80.78,80.78,80.78,Clear,clear sky,65,0,26.46
206,Grand Gaube,MU,2022-07-15 04:26:42,-20.0064,57.6608,71.38,66.6,71.38,Clear,clear sky,69,6,3.0
207,Soe,ID,2022-07-15 04:26:42,-9.8607,124.284,74.16,74.16,74.16,Clouds,broken clouds,57,53,9.42
208,Ingham,US,2022-07-15 04:26:43,42.6,-84.3833,59.76,57.78,62.11,Clear,clear sky,88,0,0.0
209,Castro,BR,2022-07-15 04:26:43,-24.7911,-50.0119,55.27,55.27,55.27,Clouds,few clouds,82,21,5.44
210,Trincomalee,LK,2022-07-15 04:26:44,8.5711,81.2335,86.9,86.9,86.9,Rain,light rain,59,98,19.95
211,Richards Bay,ZA,2022-07-15 04:26:44,-28.783,32.0377,62.96,62.96,62.96,Rain,light rain,77,71,6.62
212,Doha,QA,2022-07-15 04:26:44,25.2867,51.5333,93.15,91.71,93.18,Haze,haze,75,100,5.75
213,Lahat,ID,2022-07-15 04:26:45,-3.8,103.5333,87.49,87.49,87.49,Rain,light rain,61,15,2.68
214,Thinadhoo,MV,2022-07-15 04:26:45,0.5333,72.9333,83.86,83.86,83.86,Clouds,broken clouds,72,65,10.27
215,Poya,NC,2022-07-15 04:26:46,-21.35,165.15,71.51,71.51,71.51,Clouds,few clouds,64,16,12.17
216,Birao,CF,2022-07-15 04:26:46,10.2849,22.7882,71.74,71.74,71.74,Clouds,overcast clouds,89,97,4.47
217,Pisco,PE,2022-07-15 04:26:46,-13.7,-76.2167,57.25,57.25,58.01,Mist,mist,82,12,2.3
218,Port Moresby,PG,2022-07-15 04:26:47,-9.4431,147.1797,81.82,81.82,81.82,Haze,haze,61,75,23.02
219,Katsuura,JP,2022-07-15 04:26:47,35.1333,140.3,77.02,77.02,77.02,Rain,heavy intensity rain,84,100,8.37
220,Maxixe,MZ,2022-07-15 04:26:48,-23.8597,35.3472,55.22,55.22,55.22,Clouds,few clouds,94,20,0.0
221,Iroquois Falls,CA,2022-07-15 04:26:48,48.7669,-80.6831,54.23,54.23,54.23,Clear,clear sky,61,7,3.74
222,Sibu,MY,2022-07-15 04:26:49,2.3,111.8167,86.31,86.31,86.31,Clouds,few clouds,70,20,5.75
223,Lasa,IT,2022-07-15 04:26:49,46.6166,10.7002,64.51,57.69,67.08,Clear,clear sky,77,1,5.08
224,Atar,MR,2022-07-15 04:23:14,20.5169,-13.0499,87.17,87.17,87.17,Clouds,overcast clouds,42,96,10.09
225,Lavrentiya,RU,2022-07-15 04:26:50,65.5833,-171.0,50.63,50.63,50.63,Clouds,overcast clouds,67,97,13.76
226,La Romana,DO,2022-07-15 04:24:00,18.4273,-68.9728,78.01,78.01,78.01,Clouds,broken clouds,77,84,11.01
227,Griffith,US,2022-07-15 04:26:50,41.5284,-87.4237,65.14,63.0,68.9,Clear,clear sky,88,0,4.61
228,Touros,BR,2022-07-15 04:26:51,-5.1989,-35.4608,73.29,73.29,73.29,Clouds,scattered clouds,86,27,12.95
229,Kamenka,RU,2022-07-15 04:26:51,51.3223,42.7678,60.84,60.84,60.84,Clear,clear sky,83,10,13.73
230,Asyut,EG,2022-07-15 04:26:52,27.181,31.1837,71.78,71.78,71.78,Clear,clear sky,51,0,9.19
231,Taiyuan,CN,2022-07-15 04:26:52,37.8694,112.5603,84.06,84.06,84.06,Haze,haze,61,97,6.71
232,Yining,CN,2022-07-15 04:26:52,29.0361,114.5636,99.07,99.07,99.07,Clouds,overcast clouds,40,100,4.45
233,Kaili,ID,2022-07-15 04:26:53,-3.4626,120.2147,67.73,67.73,67.73,Clouds,overcast clouds,97,100,2.26
234,Broken Hill,AU,2022-07-15 04:26:53,-31.95,141.4333,57.11,57.11,57.11,Clear,clear sky,34,0,7.74
235,Aykhal,RU,2022-07-15 04:26:54,66.0,111.5,52.14,52.14,52.14,Rain,moderate rain,96,100,18.3
236,Makushino,RU,2022-07-15 04:26:54,55.2103,67.2442,76.51,76.51,76.51,Clear,clear sky,67,0,3.47
237,Kahului,US,2022-07-15 04:26:55,20.8947,-156.47,79.99,78.84,80.62,Clouds,scattered clouds,72,40,19.57
238,Shingu,JP,2022-07-15 04:25:47,33.7333,135.9833,79.77,79.77,79.77,Rain,moderate rain,88,100,2.1
239,Benguela,AO,2022-07-15 04:26:55,-12.5763,13.4055,65.57,65.57,65.57,Clear,clear sky,88,0,3.02
240,Sortavala,RU,2022-07-15 04:26:56,61.7053,30.6918,56.12,56.12,56.12,Clouds,overcast clouds,90,100,4.43
241,Cervo,ES,2022-07-15 04:26:56,43.6702,-7.4101,68.97,68.97,68.97,Clouds,overcast clouds,91,100,18.45
242,Boddam,GB,2022-07-15 04:26:56,57.4667,-1.7833,51.89,51.66,55.78,Clouds,overcast clouds,78,95,8.01
243,Baoding,CN,2022-07-15 04:26:57,38.8511,115.4903,97.5,97.5,97.5,Clouds,few clouds,31,22,1.3
244,Platteville,US,2022-07-15 04:26:57,42.7342,-90.4785,69.67,65.71,71.83,Clear,clear sky,78,0,9.22
245,Sur,OM,2022-07-15 04:26:57,22.5667,59.5289,86.99,86.99,86.99,Clouds,broken clouds,70,63,7.76
246,La Ronge,CA,2022-07-15 04:26:58,55.1001,-105.2842,70.05,70.05,71.82,Clouds,broken clouds,43,75,5.75
247,Palmer,US,2022-07-15 04:26:58,42.1584,-72.3287,63.01,60.03,67.5,Clear,clear sky,85,0,0.0
248,Saskylakh,RU,2022-07-15 04:26:59,71.9167,114.0833,56.19,56.19,56.19,Clouds,few clouds,47,19,7.83
249,Novobelokatay,RU,2022-07-15 04:26:59,55.7062,58.9549,69.22,69.22,69.22,Clouds,overcast clouds,88,100,2.8
250,Hualmay,PE,2022-07-15 04:26:59,-11.0964,-77.6139,60.21,60.21,60.21,Clouds,broken clouds,83,56,11.21
251,Puerto Leguizamo,CO,2022-07-15 04:27:00,-0.1934,-74.7819,72.01,72.01,72.01,Clouds,overcast clouds,97,87,0.85
252,Ponta Delgada,PT,2022-07-15 04:26:06,37.7333,-25.6667,68.72,68.72,70.5,Clouds,few clouds,88,20,9.22
253,Senador Jose Porfirio,BR,2022-07-15 04:27:01,-2.5908,-51.9542,73.81,73.81,73.81,Clouds,scattered clouds,94,33,2.35
254,Alamogordo,US,2022-07-15 04:27:01,32.8995,-105.9603,81.05,73.56,86.81,Clouds,broken clouds,38,75,9.22
255,Lanzhou,CN,2022-07-15 04:27:01,36.0564,103.7922,66.09,66.09,66.09,Clouds,overcast clouds,92,100,4.99
256,Cherskiy,RU,2022-07-15 04:27:02,68.75,161.3,59.16,59.16,59.16,Clouds,scattered clouds,38,46,5.75
257,Douentza,ML,2022-07-15 04:27:02,14.9951,-2.9517,84.49,84.49,84.49,Clouds,scattered clouds,46,40,6.08
258,Berlin,DE,2022-07-15 04:27:03,52.5244,13.4105,55.29,53.1,57.04,Clear,clear sky,74,0,10.0
259,Alyangula,AU,2022-07-15 04:27:03,-13.8483,136.4192,74.28,74.28,74.28,Clouds,broken clouds,58,66,15.46
260,Kavaratti,IN,2022-07-15 04:27:04,10.5669,72.642,82.09,82.09,82.09,Clouds,broken clouds,79,71,20.33
261,Ponta Do Sol,PT,2022-07-15 04:27:04,32.6667,-17.1,67.44,66.13,69.01,Clear,clear sky,78,2,4.21
262,Lambarene,GA,2022-07-15 04:27:05,-0.7001,10.2406,68.18,68.18,68.18,Clouds,scattered clouds,93,43,2.46
263,Beni Suef,EG,2022-07-15 04:27:05,29.0731,31.0979,71.76,71.76,71.76,Clear,clear sky,67,0,7.63
264,Paita,PE,2022-07-15 04:27:05,-5.0892,-81.1144,61.48,61.48,61.48,Clear,clear sky,87,4,13.87
265,Choctaw,US,2022-07-15 04:27:06,35.4976,-97.2689,84.92,80.94,90.1,Clear,clear sky,58,0,10.36
266,Raga,SS,2022-07-15 04:27:07,8.4596,25.678,68.65,68.65,68.65,Rain,light rain,97,100,2.98
267,Cam Ranh,VN,2022-07-15 04:24:26,11.9214,109.1591,89.56,89.56,89.56,Clouds,few clouds,58,20,8.05
268,Kuna,US,2022-07-15 04:27:07,43.4918,-116.4201,85.32,80.85,90.16,Clear,clear sky,35,0,4.61
269,Kutum,SD,2022-07-15 04:27:08,14.2,24.6667,74.98,74.98,74.98,Clouds,broken clouds,65,76,3.8
270,Vila Velha,BR,2022-07-15 04:27:08,-20.3297,-40.2925,66.94,66.94,67.95,Clouds,scattered clouds,98,40,2.3
271,Normandin,CA,2022-07-15 04:27:09,48.8333,-72.5321,60.93,60.93,61.11,Clouds,broken clouds,72,60,6.91
272,Athabasca,CA,2022-07-15 04:27:09,54.7169,-113.2854,59.41,59.41,59.41,Clouds,scattered clouds,85,36,2.98
273,Fowa,NG,2022-07-15 04:27:10,8.9167,6.4,71.51,71.51,71.51,Rain,light rain,97,95,3.58
274,Beyneu,KZ,2022-07-15 04:27:10,45.3167,55.2,91.54,91.54,91.54,Clouds,broken clouds,19,63,14.63
275,Monrovia,LR,2022-07-15 04:27:10,6.3005,-10.7969,75.67,75.67,75.67,Rain,light rain,87,100,10.51
276,Suntar,RU,2022-07-15 04:27:11,62.1444,117.6319,80.8,80.8,80.8,Clouds,broken clouds,49,70,4.83
277,Baykit,RU,2022-07-15 04:27:11,61.67,96.37,64.98,64.98,64.98,Clouds,scattered clouds,46,30,4.7
278,Sembakung,ID,2022-07-15 04:27:12,3.8167,117.25,77.58,77.58,77.58,Clouds,overcast clouds,88,100,1.72
279,Parainen,FI,2022-07-15 04:27:12,60.3067,22.301,56.37,53.37,58.14,Clouds,broken clouds,72,78,10.45
280,Uddevalla,SE,2022-07-15 04:27:13,58.3478,11.9424,51.12,50.18,55.76,Clouds,broken clouds,87,80,2.64
281,Ahipara,NZ,2022-07-15 04:27:13,-35.1667,173.1667,57.58,57.58,57.58,Clouds,overcast clouds,67,99,7.4
282,Basco,PH,2022-07-15 04:27:14,20.4487,121.9702,85.05,85.05,85.05,Clouds,overcast clouds,79,97,15.43
283,Upernavik,GL,2022-07-15 04:27:14,72.7868,-56.1549,38.1,38.1,38.1,Clouds,scattered clouds,90,46,9.4
284,Fortuna Foothills,US,2022-07-15 04:27:14,32.6578,-114.4119,96.78,95.56,98.69,Clear,clear sky,33,0,8.05
285,Grindavik,IS,2022-07-15 04:27:15,63.8424,-22.4338,45.07,44.55,45.07,Clear,clear sky,93,0,2.3
286,Constitucion,CL,2022-07-15 04:27:15,-35.3333,-72.4167,45.23,45.23,45.23,Clouds,overcast clouds,89,97,6.98
287,Laives,IT,2022-07-15 04:27:16,46.4228,11.3348,65.71,64.96,67.91,Clear,clear sky,81,1,3.2
288,Ancud,CL,2022-07-15 04:27:17,-41.8697,-73.8203,40.23,40.23,40.23,Clear,clear sky,84,3,6.96
289,Hovd,MN,2022-07-15 04:27:17,48.0056,91.6419,61.45,61.45,61.45,Clear,clear sky,36,0,5.97
290,Balsas,BR,2022-07-15 04:27:18,-7.5325,-46.0356,76.98,76.98,76.98,Clouds,broken clouds,48,71,3.56
291,Manadhoo,MV,2022-07-15 04:27:19,5.7667,73.3833,82.81,82.81,82.81,Clouds,broken clouds,77,80,14.92
292,Middletown,US,2022-07-15 04:23:58,39.5151,-84.3983,68.22,64.31,71.31,Clear,clear sky,85,0,5.75
293,Tamworth,GB,2022-07-15 04:27:19,52.634,-1.6959,51.48,47.64,54.63,Clouds,broken clouds,83,79,1.01
294,Port Hardy,CA,2022-07-15 04:27:20,50.6996,-127.4199,57.38,55.4,57.38,Clouds,overcast clouds,94,100,2.3
295,Saint-Joseph,RE,2022-07-15 04:27:20,-21.3667,55.6167,66.58,66.58,67.21,Rain,light rain,77,29,11.9
296,Chute-Aux-Outardes,CA,2022-07-15 04:27:21,49.1168,-68.399,55.38,55.38,55.38,Clouds,overcast clouds,94,100,0.0
297,Plettenberg Bay,ZA,2022-07-15 04:27:21,-34.0527,23.3716,53.71,53.71,53.71,Clear,clear sky,82,1,4.36
298,Abnub,EG,2022-07-15 04:27:22,27.2696,31.1511,71.82,71.82,71.82,Clear,clear sky,51,0,9.01
299,Bathsheba,BB,2022-07-15 04:27:22,13.2167,-59.5167,81.05,81.05,83.01,Clouds,broken clouds,90,75,23.02
300,Petrolina,BR,2022-07-15 04:24:05,-9.3986,-40.5008,71.65,71.65,71.65,Rain,light rain,83,75,8.05
301,Saint George,US,2022-07-15 04:27:22,37.1041,-113.5841,83.84,83.79,84.79,Clear,clear sky,42,0,0.0
302,Baijiantan,CN,2022-07-15 04:27:23,45.6333,85.1833,81.0,81.0,81.0,Clear,clear sky,18,0,3.47
303,Chicama,PE,2022-07-15 04:27:23,-7.8447,-79.1469,59.54,59.54,59.54,Clouds,scattered clouds,84,48,7.49
304,Peniche,PT,2022-07-15 04:27:24,39.3558,-9.3811,66.27,64.56,67.1,Clear,clear sky,96,5,3.22
305,Huarmey,PE,2022-07-15 04:27:24,-10.0681,-78.1522,61.09,61.09,61.09,Clouds,broken clouds,85,52,11.5
306,Manzhouli,CN,2022-07-15 04:27:24,49.6,117.4333,68.04,68.04,68.04,Rain,light rain,79,100,6.02
307,Chernyshevskiy,RU,2022-07-15 04:27:25,63.0128,112.4714,63.61,63.61,63.61,Rain,light rain,83,98,3.6
308,Dubbo,AU,2022-07-15 04:27:25,-32.25,148.6167,57.33,57.33,57.33,Clear,clear sky,41,0,5.75
309,Santo Antonio,BR,2022-07-15 04:27:26,-6.3106,-35.4789,69.64,69.64,69.64,Clear,clear sky,90,7,10.76
310,Ketchikan,US,2022-07-15 04:23:07,55.3422,-131.6461,57.67,57.18,57.67,Rain,moderate rain,94,100,0.0
311,Buraydah,SA,2022-07-15 04:23:21,26.326,43.975,82.85,82.85,82.85,Clear,clear sky,15,7,4.12
312,Aksu,CN,2022-07-15 04:27:26,41.1231,80.2644,83.98,83.98,83.98,Clouds,overcast clouds,24,99,10.22
313,Bundaberg,AU,2022-07-15 04:27:27,-24.85,152.35,67.21,67.21,67.21,Clouds,few clouds,60,12,12.86
314,Mount Isa,AU,2022-07-15 04:27:27,-20.7333,139.5,67.77,67.77,67.77,Clouds,scattered clouds,18,29,9.22
315,Mana,GF,2022-07-15 04:27:27,5.6592,-53.7767,76.05,76.05,76.05,Clouds,overcast clouds,91,92,7.18
316,Alta Floresta,BR,2022-07-15 04:27:28,-9.8756,-56.0861,70.07,70.07,70.07,Clear,clear sky,51,0,0.54
317,Luderitz,NA,2022-07-15 04:27:28,-26.6481,15.1594,62.55,62.55,62.55,Clouds,few clouds,43,17,5.35
318,Sayyan,YE,2022-07-15 04:27:29,15.1718,44.3244,62.65,62.65,62.65,Clouds,broken clouds,61,81,5.23
319,Guiratinga,BR,2022-07-15 04:27:29,-16.3494,-53.7583,67.5,67.5,67.5,Clouds,broken clouds,47,77,5.03
320,Raudeberg,NO,2022-07-15 04:27:29,61.9875,5.1352,48.87,48.87,48.96,Clouds,scattered clouds,73,47,11.68
321,Nisia Floresta,BR,2022-07-15 04:27:30,-6.0911,-35.2086,75.58,72.41,75.58,Clouds,scattered clouds,90,26,9.62
322,Killam,CA,2022-07-15 04:27:30,52.7834,-111.8518,66.15,66.15,66.15,Clouds,few clouds,82,15,4.61
323,Hailar,CN,2022-07-15 04:27:31,49.2,119.7,69.49,69.49,69.49,Clouds,overcast clouds,84,100,6.8
324,Warwick,US,2022-07-15 04:27:31,41.7001,-71.4162,68.27,65.05,71.91,Clouds,few clouds,88,17,4.85
325,Port-Gentil,GA,2022-07-15 04:27:32,-0.7193,8.7815,74.57,74.57,74.57,Clouds,broken clouds,73,81,9.91
326,Muros,ES,2022-07-15 04:27:32,42.7762,-9.0603,76.84,76.84,76.84,Clouds,overcast clouds,61,99,9.15
327,Saint-Augustin,CA,2022-07-15 04:27:33,51.226,-58.6502,57.18,57.18,57.18,Clouds,few clouds,71,16,6.04
328,Duluth,US,2022-07-15 04:27:33,46.7833,-92.1066,59.23,54.88,63.18,Clouds,overcast clouds,69,100,11.5
329,Mayo,US,2022-07-15 04:23:51,38.8876,-76.5119,73.38,70.12,78.75,Clear,clear sky,84,0,1.01
330,Indiaroba,BR,2022-07-15 04:27:34,-11.5192,-37.5117,68.92,68.92,68.92,Clear,clear sky,88,7,2.46
331,Mahibadhoo,MV,2022-07-15 04:27:34,3.7833,72.9667,83.53,83.53,83.53,Clouds,overcast clouds,73,90,10.6
332,Portland,US,2022-07-15 04:23:25,45.5234,-122.6762,73.94,65.91,76.98,Clouds,few clouds,54,20,6.91
333,Vestmannaeyjar,IS,2022-07-15 04:27:34,63.4427,-20.2734,49.66,49.66,49.66,Clouds,broken clouds,77,69,2.84
334,Annau,TM,2022-07-15 04:27:35,37.8876,58.516,90.9,90.9,90.9,Clear,clear sky,22,0,6.91
335,Mankono,CI,2022-07-15 04:27:36,8.0586,-6.1897,69.82,69.82,69.82,Clouds,overcast clouds,97,100,5.97
336,Lebu,CL,2022-07-15 04:27:36,-37.6167,-73.65,41.76,41.76,41.76,Clouds,overcast clouds,89,100,5.82
337,Magalia,US,2022-07-15 04:27:07,39.8121,-121.5783,79.29,78.15,83.75,Clear,clear sky,35,0,1.01
338,Asosa,ET,2022-07-15 04:27:37,10.0667,34.5333,59.0,59.0,59.0,Clouds,overcast clouds,94,95,1.03
339,Qandala,SO,2022-07-15 04:27:37,11.472,49.8728,89.49,89.49,89.49,Clouds,overcast clouds,51,100,27.98
340,Cabo San Lucas,MX,2022-07-15 04:27:37,22.8909,-109.9124,84.61,83.5,84.61,Clouds,scattered clouds,63,48,11.88
341,Clyde River,CA,2022-07-15 04:27:38,70.4692,-68.5914,39.43,39.43,39.43,Clear,clear sky,87,0,4.61
342,Severo-Kurilsk,RU,2022-07-15 04:23:58,50.6789,156.125,57.81,57.81,57.81,Clouds,broken clouds,82,78,9.89
343,Oranjemund,NA,2022-07-15 04:27:38,-28.55,16.4333,58.75,58.75,58.75,Clouds,few clouds,42,23,6.29
344,Cockburn Town,TC,2022-07-15 04:26:54,21.4612,-71.1419,81.52,81.52,81.52,Clouds,overcast clouds,77,100,21.3
345,Radford,US,2022-07-15 04:27:39,37.1318,-80.5764,67.96,64.99,70.72,Clear,clear sky,87,0,0.0
346,Vanavara,RU,2022-07-15 04:27:39,60.34,102.2797,67.33,67.33,67.33,Clouds,scattered clouds,42,49,5.03
347,Shimoda,JP,2022-07-15 04:27:40,34.6667,138.95,74.1,74.1,77.36,Rain,light rain,86,100,4.18
348,Amapa,BR,2022-07-15 04:27:40,1.0,-52.0,70.66,70.66,70.66,Clouds,broken clouds,99,51,1.21
349,Tartagal,AR,2022-07-15 04:27:41,-22.5164,-63.8013,61.23,61.23,61.23,Clear,clear sky,65,0,3.49
350,Russell,US,2022-07-15 04:27:41,32.3502,-85.1999,72.88,71.91,76.12,Clear,clear sky,94,0,0.0
351,Boa Vista,BR,2022-07-15 04:23:34,2.8197,-60.6733,76.98,76.98,76.98,Clouds,broken clouds,83,75,3.44
352,Ferkessedougou,CI,2022-07-15 04:27:42,9.6,-5.2,72.34,72.34,72.34,Clouds,overcast clouds,87,100,5.79
353,Kloulklubed,PW,2022-07-15 04:27:42,7.0419,134.2556,84.7,84.7,84.7,Clouds,overcast clouds,71,97,6.76
354,Half Moon Bay,US,2022-07-15 04:27:43,37.4636,-122.4286,58.46,54.48,65.79,Mist,mist,83,100,14.97
355,Soure,BR,2022-07-15 04:27:43,-0.7167,-48.5233,77.25,77.25,77.25,Clear,clear sky,87,5,11.12
356,Tateyama,JP,2022-07-15 04:27:44,34.9833,139.8667,76.93,76.93,79.11,Rain,light intensity shower rain,94,75,9.22
357,Rumoi,JP,2022-07-15 04:27:44,43.9344,141.6428,76.91,76.91,76.91,Clouds,overcast clouds,61,94,6.6
358,Jalu,LY,2022-07-15 04:27:44,29.0331,21.5482,72.63,72.63,72.63,Clear,clear sky,40,0,7.87
359,Marshalltown,US,2022-07-15 04:27:45,42.0494,-92.908,75.63,72.95,77.23,Clear,clear sky,83,0,13.8
360,Bereda,ES,2022-07-15 04:27:45,43.2686,-7.5406,68.14,66.58,69.42,Clouds,overcast clouds,86,100,5.68
361,Ahome,MX,2022-07-15 04:27:46,25.9167,-109.1833,84.58,84.58,84.58,Clouds,overcast clouds,70,97,6.29
362,Viedma,AR,2022-07-15 04:26:21,-40.8135,-62.9967,47.12,47.12,47.12,Rain,light rain,88,100,19.37
363,Mecca,SA,2022-07-15 04:27:46,21.4267,39.8261,86.34,86.34,86.34,Clouds,broken clouds,39,80,5.48
364,Geraldton,AU,2022-07-15 04:27:47,-28.7667,114.6,64.81,64.81,64.81,Clouds,overcast clouds,82,100,8.05
365,Villa Sandino,NI,2022-07-15 04:27:47,12.0483,-84.9936,71.96,71.96,71.96,Clouds,overcast clouds,95,86,8.03
366,Agua Verde,MX,2022-07-15 04:27:48,22.9,-106.05,84.29,84.29,84.29,Clouds,overcast clouds,85,100,3.09
367,Itoman,JP,2022-07-15 04:27:48,26.1247,127.6694,88.56,87.82,92.17,Clouds,broken clouds,80,75,13.8
368,Kuryk,KZ,2022-07-15 04:27:49,43.2,51.65,83.5,83.5,83.5,Clouds,broken clouds,50,76,17.65
369,Dera Ghazi Khan,PK,2022-07-15 04:27:49,30.0561,70.6348,84.58,84.58,84.58,Clouds,overcast clouds,65,100,14.38
370,Ust-Kuyga,RU,2022-07-15 04:27:50,70.0167,135.6,73.2,73.2,73.2,Clouds,broken clouds,54,83,8.46
371,Mtwara,TZ,2022-07-15 04:27:50,-10.2667,40.1833,69.69,69.69,69.69,Clear,clear sky,90,10,9.01
372,Iqaluit,CA,2022-07-15 04:27:50,63.7506,-68.5145,40.69,40.69,40.73,Clouds,few clouds,86,20,3.44
