City_ID,City,Country,Date,Lat,Lng,Temp,Min Temp,Max Temp,Current Description,Current Details,Humidity,Cloudiness,Wind Speed
373,North Bend,US,2022-07-15 04:27:51,43.4065,-124.2243,56.79,55.85,58.24,Clear,clear sky,94,0,4.61
374,Senador Guiomard,BR,2022-07-15 04:27:51,-10.1522,-67.7392,73.15,73.15,73.15,Clouds,overcast clouds,79,96,3.56
375,Homer,US,2022-07-15 04:27:52,59.6425,-151.5483,59.68,57.07,62.76,Clear,clear sky,76,0,9.22
376,Tuatapere,NZ,2022-07-15 04:27:52,-46.1333,167.6833,42.13,42.13,42.13,Clouds,overcast clouds,83,100,8.05
377,Belaya Gora,RU,2022-07-15 04:27:52,68.5333,146.4167,74.14,74.14,74.14,Clouds,broken clouds,44,70,7.99
378,Natal,BR,2022-07-15 04:27:53,-5.795,-35.2094,75.42,72.25,75.42,Clear,clear sky,83,0,6.91
379,Honiara,SB,2022-07-15 04:27:53,-9.4333,159.95,82.74,82.74,82.74,Clouds,overcast clouds,75,98,1.57
380,Beitbridge,ZW,2022-07-15 04:27:54,-22.2167,30.0,60.19,60.19,60.19,Clear,clear sky,65,0,17.58
381,Kalanchak,UA,2022-07-15 04:27:54,46.2562,33.2907,70.83,70.83,70.83,Clear,clear sky,66,0,1.05
382,Maketu,NZ,2022-07-15 04:27:54,-37.7667,176.45,57.02,56.75,58.01,Clouds,overcast clouds,70,100,3.36
383,Jinji,CN,2022-07-15 04:27:55,23.2281,110.8261,92.28,92.28,92.28,Clouds,overcast clouds,59,88,4.81
384,Namatanai,PG,2022-07-15 04:27:55,-3.6667,152.4333,83.3,83.3,83.3,Rain,light rain,71,100,9.84
385,Zhigansk,RU,2022-07-15 04:27:56,66.7697,123.3711,66.63,66.63,66.63,Clouds,scattered clouds,62,45,15.3
386,Pyshchug,RU,2022-07-15 04:27:56,58.8873,45.7134,60.69,60.69,60.69,Rain,moderate rain,99,100,7.52
387,Kirovskiy,RU,2022-07-15 04:27:57,45.0917,133.5136,64.8,64.8,64.8,Clouds,overcast clouds,94,100,6.85
388,Maumelle,US,2022-07-15 04:27:57,34.8668,-92.4043,78.64,74.57,83.91,Clear,clear sky,67,0,1.01
389,Norman Wells,CA,2022-07-15 04:27:57,65.282,-126.8329,51.84,51.84,51.84,Clouds,overcast clouds,82,100,8.05
390,Uvat,RU,2022-07-15 04:27:58,59.1433,68.8953,70.48,70.48,70.48,Clouds,scattered clouds,59,30,5.26
391,Yeniseysk,RU,2022-07-15 04:27:58,58.4497,92.1703,58.8,58.8,58.8,Rain,light rain,76,99,3.85
392,Havoysund,NO,2022-07-15 04:27:59,70.9963,24.6622,53.83,53.83,53.83,Clouds,overcast clouds,96,100,5.17
393,Bonthe,SL,2022-07-15 04:27:59,7.5264,-12.505,74.79,74.79,74.79,Rain,light rain,92,100,4.83
394,Olga,RU,2022-07-15 04:28:00,43.7444,135.2892,62.17,62.17,62.17,Clouds,overcast clouds,98,100,17.94
395,Langsa,ID,2022-07-15 04:28:00,4.4683,97.9683,88.61,88.61,88.61,Clouds,broken clouds,59,70,3.96
396,Sabaudia,IT,2022-07-15 04:28:00,41.3003,13.0282,68.07,65.91,75.2,Clear,clear sky,95,0,5.35
397,Laguna,US,2022-07-15 04:28:01,38.421,-121.4238,75.72,70.14,83.39,Clear,clear sky,41,0,10.36
398,Uyemskiy,RU,2022-07-15 04:28:01,64.4743,40.8524,69.06,69.06,69.85,Clouds,few clouds,68,20,4.47
399,Shancheng,CN,2022-07-15 04:28:02,34.7953,116.0817,91.35,91.35,91.35,Clouds,broken clouds,58,56,5.44
400,Kathu,TH,2022-07-15 04:28:02,7.9178,98.3332,86.7,84.02,86.7,Clouds,overcast clouds,99,92,14.27
401,Husavik,IS,2022-07-15 04:23:24,66.0449,-17.3389,44.96,44.96,44.96,Clouds,few clouds,89,20,1.63
402,Prince Rupert,CA,2022-07-15 04:25:09,54.3161,-130.3201,56.23,55.09,57.29,Rain,light rain,96,100,21.85
403,Isangel,VU,2022-07-15 04:28:03,-19.55,169.2667,75.31,75.31,75.31,Clouds,broken clouds,78,71,11.34
404,Deputatskiy,RU,2022-07-15 04:28:04,69.3,139.9,73.4,73.4,73.4,Clouds,scattered clouds,39,34,7.58
405,College,US,2022-07-15 04:28:04,64.8569,-147.8028,67.48,64.22,69.75,Clouds,broken clouds,35,75,4.61
406,Beira,MZ,2022-07-15 04:28:05,-19.8436,34.8389,60.89,60.89,60.89,Mist,mist,100,20,4.61
407,Mount Gambier,AU,2022-07-15 04:28:05,-37.8333,140.7667,56.17,56.17,56.17,Clouds,overcast clouds,61,94,9.15
408,Maniitsoq,GL,2022-07-15 04:28:06,65.4167,-52.9,44.71,44.71,44.71,Clear,clear sky,71,0,7.83
409,Klaksvik,FO,2022-07-15 04:28:07,62.2266,-6.589,49.12,49.12,49.12,Clouds,scattered clouds,88,46,17.4
410,Saint-Francois,FR,2022-07-15 04:28:07,46.4154,3.9054,58.44,58.44,58.44,Clear,clear sky,94,0,1.14
411,Trabzon,TR,2022-07-15 04:28:08,40.9167,39.8333,66.29,66.29,66.29,Clouds,broken clouds,68,75,4.61
412,Coquimbo,CL,2022-07-15 04:28:08,-29.9533,-71.3436,51.53,51.53,51.53,Clouds,overcast clouds,100,100,3.44
413,Falam,MM,2022-07-15 04:28:09,22.9167,93.6833,76.89,76.89,76.89,Clouds,scattered clouds,62,44,4.32
414,Labytnangi,RU,2022-07-15 04:28:09,66.6572,66.4183,67.44,67.44,67.44,Clouds,scattered clouds,68,46,8.48
415,Kavieng,PG,2022-07-15 04:28:10,-2.5744,150.7967,83.01,83.01,83.01,Rain,moderate rain,75,74,11.88
416,Kaseda,JP,2022-07-15 04:28:10,31.4167,130.3167,83.17,83.17,83.17,Clouds,overcast clouds,77,100,7.2
417,Iquique,CL,2022-07-15 04:24:43,-20.2208,-70.1431,59.04,59.04,59.04,Clear,clear sky,72,8,4.36
418,Tsabong,BW,2022-07-15 04:28:11,-26.0217,22.401,53.38,53.38,53.38,Clear,clear sky,27,0,5.99
419,Saint Anthony,US,2022-07-15 04:28:12,45.0205,-93.218,74.8,72.14,76.93,Clouds,scattered clouds,74,40,6.91
420,Khorixas,NA,2022-07-15 04:28:13,-20.3667,14.9667,59.05,59.05,59.05,Clear,clear sky,29,0,10.83
421,Sibolga,ID,2022-07-15 04:28:13,1.7427,98.7792,85.64,85.64,85.64,Clouds,overcast clouds,65,100,2.66
422,Gamba,GA,2022-07-15 04:28:13,-2.65,10.0,70.07,70.07,70.07,Clouds,overcast clouds,91,86,3.31
423,San Patricio,US,2022-07-15 04:28:14,28.017,-97.5169,81.5,78.19,84.09,Clouds,broken clouds,65,65,6.06
424,Kulhudhuffushi,MV,2022-07-15 04:28:14,6.6221,73.07,82.29,82.29,82.29,Clouds,overcast clouds,79,98,16.55
425,Marsabit,KE,2022-07-15 04:28:15,2.3284,37.9899,60.06,60.06,60.06,Clouds,overcast clouds,88,97,19.69
426,Aktau,KZ,2022-07-15 04:28:15,43.65,51.2,84.78,84.78,84.78,Clear,clear sky,59,6,17.36
427,Nuuk,GL,2022-07-15 04:28:16,64.1835,-51.7216,45.21,43.88,45.21,Mist,mist,81,32,20.71
428,Bar Harbor,US,2022-07-15 04:28:16,44.3876,-68.2039,62.38,59.11,64.54,Clouds,overcast clouds,87,100,3.44
429,Padilla,CO,2022-07-15 04:28:16,3.2204,-76.3139,71.17,71.17,71.17,Clouds,overcast clouds,93,85,3.51
430,Hervey Bay,AU,2022-07-15 04:28:17,-25.2986,152.8535,65.75,65.75,65.75,Clear,clear sky,65,10,17.4
431,Umm Lajj,SA,2022-07-15 04:28:17,25.0213,37.2685,83.21,83.21,83.21,Clear,clear sky,67,10,6.58
432,Salinas,US,2022-07-15 04:23:27,36.6777,-121.6555,58.98,55.9,66.42,Clear,clear sky,76,0,10.36
433,Valenca,BR,2022-07-15 04:28:18,-13.3703,-39.0731,67.86,67.86,67.86,Clouds,broken clouds,93,66,2.59
434,Ulaangom,MN,2022-07-15 04:28:18,49.9811,92.0667,62.04,62.04,62.04,Clouds,scattered clouds,40,31,4.63
435,Henties Bay,NA,2022-07-15 04:28:19,-22.116,14.2845,60.78,60.78,60.78,Clear,clear sky,60,0,3.09
436,Leh,IN,2022-07-15 04:28:19,34.1667,77.5833,59.22,59.22,59.22,Clouds,overcast clouds,61,96,7.23
437,Tombouctou,ML,2022-07-15 04:28:20,20.0,-3.0,93.63,93.63,93.63,Clear,clear sky,12,2,9.08
438,Khandyga,RU,2022-07-15 04:28:20,62.6667,135.6,83.5,83.5,83.5,Clouds,overcast clouds,51,99,0.36
439,Fort-Shevchenko,KZ,2022-07-15 04:28:21,44.5086,50.263,77.54,77.54,77.54,Clear,clear sky,64,0,16.2
440,Mattru,SL,2022-07-15 04:28:21,7.6244,-11.8332,71.6,71.6,71.6,Rain,light rain,99,100,1.72
441,Penalva,BR,2022-07-15 04:28:22,-3.2942,-45.1736,71.06,71.06,71.06,Clear,clear sky,98,2,2.64
442,Canapi,BR,2022-07-15 04:28:22,-9.1174,-37.6012,65.12,65.12,65.12,Clouds,scattered clouds,94,46,4.34
443,Bom Despacho,BR,2022-07-15 04:26:47,-19.7364,-45.2522,58.78,58.78,58.78,Clouds,few clouds,78,13,5.97
444,Ranong,TH,2022-07-15 04:28:23,9.9658,98.6348,84.13,84.13,84.13,Clouds,broken clouds,77,80,9.78
445,Santiago Del Estero,AR,2022-07-15 04:28:23,-27.7951,-64.2615,59.25,59.25,59.25,Clear,clear sky,61,0,14.5
446,Marinette,US,2022-07-15 04:28:24,45.1,-87.6307,59.05,53.65,59.09,Clear,clear sky,77,0,0.0
447,Chumikan,RU,2022-07-15 04:28:24,54.7183,135.315,56.61,56.61,56.61,Clouds,overcast clouds,99,100,4.27
448,Harper,LR,2022-07-15 04:28:25,4.375,-7.7169,74.52,74.52,74.52,Rain,light rain,85,99,8.19
449,Bol,TD,2022-07-15 04:28:25,13.4586,14.7147,79.29,79.29,79.29,Clouds,overcast clouds,81,100,17.47
450,Istok,XK,2022-07-15 04:28:25,42.7808,20.4875,62.01,62.01,62.01,Clouds,few clouds,56,15,3.13
451,San Cristobal,VE,2022-07-15 04:28:26,7.7669,-72.225,71.78,71.78,71.78,Clouds,broken clouds,88,51,1.43
452,Eastlake,US,2022-07-15 04:26:53,41.6539,-81.4504,60.82,55.85,65.73,Clear,clear sky,86,0,1.01
453,Khankala,RU,2022-07-15 04:28:26,43.3021,45.7556,77.41,77.41,77.41,Clouds,broken clouds,50,75,8.95
454,Graaff-Reinet,ZA,2022-07-15 04:28:27,-32.2522,24.5308,46.29,46.29,46.29,Clear,clear sky,82,0,0.85
455,Sao Felix Do Xingu,BR,2022-07-15 04:26:18,-6.6447,-51.995,73.13,73.13,73.13,Clouds,scattered clouds,72,25,0.6
456,Wilmington,US,2022-07-15 04:27:31,34.2257,-77.9447,79.38,77.94,82.85,Clouds,scattered clouds,90,40,3.44
457,Ludvika,SE,2022-07-15 04:28:28,60.1496,15.1878,47.93,47.77,49.8,Clouds,overcast clouds,61,98,11.99
458,Svetlyy,RU,2022-07-15 04:28:28,54.675,20.1347,55.45,54.97,55.45,Clouds,scattered clouds,86,50,14.74
459,Nikel,RU,2022-07-15 04:28:28,69.4128,30.222,62.78,62.78,62.78,Clouds,scattered clouds,74,33,8.57
460,Krasnoarmeysk,RU,2022-07-15 04:28:29,51.0239,45.6969,61.57,61.57,61.57,Clear,clear sky,82,1,16.4
461,Kinnelon,US,2022-07-15 04:25:47,41.0018,-74.3671,67.84,60.62,78.21,Clouds,broken clouds,74,75,0.0
462,Novyy Urgal,RU,2022-07-15 04:28:29,51.0736,132.5642,82.94,82.94,82.94,Clear,clear sky,51,3,3.38
463,Temple,US,2022-07-15 04:27:00,31.0982,-97.3428,77.09,72.41,81.21,Clear,clear sky,69,0,3.44
464,Dok Kham Tai,TH,2022-07-15 04:28:30,19.1624,99.9934,80.91,80.91,80.91,Clouds,overcast clouds,84,97,1.28
465,Poum,NC,2022-07-15 04:28:30,-20.2333,164.0167,73.04,73.04,73.04,Clear,clear sky,62,0,21.16
466,Grand Junction,US,2022-07-15 04:26:49,39.0639,-108.5507,79.34,79.34,85.08,Clear,clear sky,40,0,8.05
467,Karad,IN,2022-07-15 04:28:31,17.2833,74.2,73.09,73.09,73.09,Clouds,overcast clouds,91,100,17.65
468,Muravlenko,RU,2022-07-15 04:28:31,63.7898,74.523,66.2,66.2,66.2,Clear,clear sky,51,6,6.42
469,Marrakesh,MA,2022-07-15 04:26:35,31.6315,-8.0083,75.27,75.27,75.27,Clouds,scattered clouds,69,40,6.91
470,Losone,CH,2022-07-15 04:28:32,46.1687,8.7593,67.66,65.64,73.0,Clear,clear sky,91,3,0.0
471,Puerto Escondido,MX,2022-07-15 04:28:32,15.85,-97.0667,77.83,77.83,77.83,Clouds,broken clouds,69,75,5.75
472,Sangar,RU,2022-07-15 04:28:33,63.9242,127.4739,77.5,77.5,77.5,Clouds,few clouds,56,13,0.92
473,Ovalle,CL,2022-07-15 04:28:33,-30.5983,-71.2003,44.89,44.89,44.89,Rain,light rain,92,100,5.28
474,Phan Thiet,VN,2022-07-15 04:28:34,10.9333,108.1,87.93,87.93,87.93,Clouds,overcast clouds,63,94,11.14
475,Wahiawa,US,2022-07-15 04:28:34,21.5028,-158.0236,76.87,73.18,80.92,Clouds,broken clouds,70,75,8.05
476,Deniliquin,AU,2022-07-15 04:28:34,-35.5333,144.9667,56.71,56.71,56.71,Clouds,few clouds,51,16,3.33
477,Amga,RU,2022-07-15 04:28:35,60.8953,131.9608,83.19,83.19,83.19,Rain,light rain,55,52,3.31
478,Hambantota,LK,2022-07-15 04:28:35,6.1241,81.1185,88.14,88.14,88.14,Clouds,scattered clouds,74,40,17.27
479,Pauini,BR,2022-07-15 04:28:36,-7.7136,-66.9764,76.41,76.41,76.41,Clouds,overcast clouds,80,99,2.82
480,Sola,VU,2022-07-15 04:28:36,-13.8833,167.55,80.22,80.22,80.22,Clouds,broken clouds,74,55,8.32
481,Anito,PH,2022-07-15 04:28:36,12.4497,125.2886,88.02,88.02,88.02,Clouds,overcast clouds,65,92,7.27
482,Itarema,BR,2022-07-15 04:28:37,-2.9248,-39.9167,78.15,78.15,78.15,Clear,clear sky,79,8,12.95
483,Chifeng,CN,2022-07-15 04:28:37,42.2683,118.9636,83.79,83.79,83.79,Clear,clear sky,37,2,17.56
484,Flinders,AU,2022-07-15 04:28:38,-34.5833,150.8552,62.06,58.24,62.06,Clear,clear sky,46,0,3.06
485,Salalah,OM,2022-07-15 04:28:38,17.0151,54.0924,77.16,77.16,77.16,Clouds,overcast clouds,95,100,4.43
486,Tuy Hoa,VN,2022-07-15 04:28:38,13.0833,109.3,90.55,90.55,90.55,Clouds,scattered clouds,59,35,2.8
487,Moissala,TD,2022-07-15 04:28:39,8.3404,17.7663,70.38,70.38,70.38,Rain,light rain,97,100,2.91
488,Karratha,AU,2022-07-15 04:28:39,-20.7377,116.8463,75.31,75.31,75.31,Clouds,scattered clouds,23,49,14.25
489,Meulaboh,ID,2022-07-15 04:28:40,4.1363,96.1285,85.41,85.41,85.41,Clouds,overcast clouds,60,85,5.03
490,Sokoni,TZ,2022-07-15 04:28:40,-6.4333,39.55,75.81,75.81,75.81,Rain,light rain,80,60,15.43
491,Dalvik,IS,2022-07-15 04:28:41,65.9702,-18.5286,44.53,44.53,44.53,Clouds,few clouds,87,20,1.28
492,Kalang,PH,2022-07-15 04:28:41,5.9197,121.3631,82.74,82.74,82.74,Rain,moderate rain,72,45,5.17
493,Fort Nelson,CA,2022-07-15 04:28:41,58.8053,-122.7002,71.19,71.19,71.19,Clouds,scattered clouds,56,40,2.3
494,Yar-Sale,RU,2022-07-15 04:28:42,66.8333,70.8333,64.45,64.45,64.45,Clouds,broken clouds,49,72,9.71
495,Candido Mendes,BR,2022-07-15 04:28:42,-1.4467,-45.7167,72.99,72.99,72.99,Clouds,few clouds,97,22,2.46
496,Yako,BF,2022-07-15 04:28:43,12.9667,-2.2667,79.88,79.88,79.88,Clouds,broken clouds,69,65,6.26
497,Manta,EC,2022-07-15 04:28:43,-0.95,-80.7333,71.38,71.38,71.38,Clouds,overcast clouds,83,100,4.61
498,Buin,CL,2022-07-15 04:28:43,-33.7333,-70.75,43.02,41.04,46.74,Clouds,overcast clouds,83,99,3.44
499,Nazas,MX,2022-07-15 04:28:44,25.2333,-104.1333,82.53,82.53,82.53,Clouds,few clouds,29,13,16.26
500,Saint-Pierre,RE,2022-07-15 04:28:44,-21.3393,55.4781,67.96,67.68,68.29,Clear,clear sky,66,0,6.91
501,Abu Dhabi,AE,2022-07-15 04:25:28,24.4667,54.3667,92.07,90.97,93.31,Clouds,few clouds,70,18,6.91
502,Punta Alta,AR,2022-07-15 04:28:45,-38.8759,-62.0736,43.57,43.57,43.57,Fog,fog,100,68,9.22
503,Rognan,NO,2022-07-15 04:28:45,67.0953,15.3878,51.8,51.76,52.05,Rain,light rain,67,100,6.22
504,Simplicio Mendes,BR,2022-07-15 04:28:46,-7.8539,-41.9103,73.17,73.17,73.17,Clear,clear sky,69,2,10.63
505,Lexington,US,2022-07-15 04:26:11,37.9887,-84.4777,70.03,64.42,71.73,Clear,clear sky,72,0,0.0
506,Balotra,IN,2022-07-15 04:28:46,25.8333,72.2333,91.94,91.94,91.94,Rain,moderate rain,56,65,6.24
507,Rocafuerte,EC,2022-07-15 04:28:46,-0.9167,-80.4333,71.47,71.47,71.47,Clouds,broken clouds,88,59,3.62
508,Porto Walter,BR,2022-07-15 04:28:47,-8.2686,-72.7439,73.83,73.83,73.83,Clouds,scattered clouds,85,35,3.0
509,Lorengau,PG,2022-07-15 04:28:47,-2.0226,147.2712,80.76,80.76,80.76,Clouds,broken clouds,80,79,6.31
510,Luzhou,CN,2022-07-15 04:26:13,28.8724,105.4405,95.65,95.65,95.65,Clouds,broken clouds,54,84,4.03
511,Hay River,CA,2022-07-15 04:28:48,60.8156,-115.7999,62.58,62.58,62.58,Clouds,broken clouds,77,67,3.44
512,Malartic,CA,2022-07-15 04:28:48,48.1335,-78.1328,47.01,47.01,51.91,Clear,clear sky,96,0,3.42
513,Bonavista,CA,2022-07-15 04:28:49,48.6499,-53.1147,54.03,54.03,54.03,Clouds,overcast clouds,87,100,11.32
514,San Andres,CO,2022-07-15 04:28:49,12.5847,-81.7006,82.42,82.42,82.42,Clouds,broken clouds,83,75,11.5
515,Wanning,CN,2022-07-15 04:28:49,18.8003,110.3967,88.63,88.63,88.63,Clouds,scattered clouds,69,48,9.69
516,Iwanai,JP,2022-07-15 04:28:50,42.9744,140.5089,69.91,69.91,69.91,Clouds,overcast clouds,81,100,7.07
517,Katherine,AU,2022-07-15 04:28:50,-14.4667,132.2667,75.52,75.52,75.52,Clouds,scattered clouds,25,36,16.11
518,Lyngseidet,NO,2022-07-15 04:28:51,69.5763,20.2189,55.4,55.4,55.4,Rain,light rain,96,100,4.79
519,Los Llanos De Aridane,ES,2022-07-15 04:28:51,28.6585,-17.9182,62.13,62.13,67.75,Clouds,broken clouds,88,75,9.22
520,Nemuro,JP,2022-07-15 04:28:51,43.3236,145.575,60.39,60.39,60.39,Clouds,overcast clouds,82,97,13.82
521,Visnes,NO,2022-07-15 04:28:52,59.3556,5.2242,51.85,51.85,52.83,Clouds,broken clouds,87,75,9.22
522,Walvis Bay,NA,2022-07-15 04:28:52,-22.9575,14.5053,65.35,65.35,65.35,Clear,clear sky,32,0,10.36
523,Amahai,ID,2022-07-15 04:28:53,-3.3333,128.9167,79.02,79.02,79.02,Clouds,broken clouds,85,78,12.5
524,Sorong,ID,2022-07-15 04:28:53,-0.8833,131.25,81.01,81.01,81.01,Clouds,scattered clouds,86,43,12.57
525,Curuca,BR,2022-07-15 04:28:54,-0.7289,-47.8481,73.08,73.08,73.08,Clouds,scattered clouds,97,28,4.7
526,Turukhansk,RU,2022-07-15 04:28:54,65.8167,87.9833,63.88,63.88,63.88,Clouds,few clouds,48,16,6.71
527,Gotsu,JP,2022-07-15 04:28:54,35.0,132.2167,83.05,83.05,83.05,Clouds,scattered clouds,68,29,16.91
528,Lander,US,2022-07-15 04:28:55,42.833,-108.7307,75.99,72.16,76.01,Clear,clear sky,35,0,11.5
529,Antsohihy,MG,2022-07-15 04:28:55,-14.8796,47.9875,66.09,66.09,66.09,Clear,clear sky,69,1,6.58
530,Kieta,PG,2022-07-15 04:28:56,-6.2167,155.6333,83.46,83.46,83.46,Rain,light rain,72,88,7.56
531,Bonfim,BR,2022-07-15 04:28:56,3.0833,-59.95,74.66,74.66,74.66,Clouds,overcast clouds,93,100,2.44
532,Banda Aceh,ID,2022-07-15 04:28:57,5.5577,95.3222,86.02,86.02,86.02,Clouds,broken clouds,62,75,10.47
533,Miri,MY,2022-07-15 04:28:57,4.4148,114.0089,89.74,89.74,89.74,Clouds,scattered clouds,66,40,1.14
534,Xocali,AZ,2022-07-15 04:28:58,39.913,46.7903,81.68,81.68,81.68,Clear,clear sky,38,0,5.57
535,Belyy Yar,RU,2022-07-15 04:28:58,53.6039,91.3903,64.85,62.49,64.85,Clear,clear sky,67,0,4.47
536,Mocuba,MZ,2022-07-15 04:28:58,-16.8392,36.9856,59.65,59.65,59.65,Clouds,broken clouds,83,62,0.81
537,La Rioja,ES,2022-07-15 04:28:59,42.25,-2.5,58.78,58.78,58.78,Clear,clear sky,29,7,3.91
538,Beloha,MG,2022-07-15 04:28:59,-25.1667,45.05,59.79,59.79,59.79,Clear,clear sky,89,0,2.57
539,Honningsvag,NO,2022-07-15 04:28:59,70.9821,25.9704,53.35,53.35,53.35,Fog,fog,94,40,1.14
540,Tacarigua,VE,2022-07-15 04:29:00,10.0862,-67.9198,67.59,67.59,67.59,Clouds,few clouds,96,13,3.36
541,Lakselv,NO,2022-07-15 04:29:00,70.0513,24.9718,62.42,62.42,62.42,Clouds,overcast clouds,88,100,5.75
542,Digby,CA,2022-07-15 04:28:23,44.6169,-65.7655,63.59,63.55,63.59,Clouds,broken clouds,96,68,6.15
543,Manyana,BW,2022-07-15 04:29:01,-23.4,21.7167,50.38,50.38,50.38,Clear,clear sky,36,0,7.05
544,Aller,ES,2022-07-15 04:29:01,43.1187,-5.5839,63.64,59.2,70.43,Clouds,overcast clouds,64,100,2.17
545,Cabedelo,BR,2022-07-15 04:29:02,-6.9811,-34.8339,72.27,72.27,72.27,Clouds,few clouds,87,12,13.29
546,Necochea,AR,2022-07-15 04:29:02,-38.5473,-58.7368,51.24,51.24,51.24,Clouds,overcast clouds,97,100,4.21
547,Isiro,CD,2022-07-15 04:29:03,2.7739,27.616,64.2,64.2,64.2,Clouds,overcast clouds,99,99,1.79
548,Marystown,CA,2022-07-15 04:29:02,47.1666,-55.1483,59.86,59.86,59.86,Clouds,overcast clouds,100,100,1.99
549,Sterling,US,2022-07-15 04:29:03,39.0062,-77.4286,71.01,65.59,75.88,Clouds,scattered clouds,88,40,3.44
550,Aviles,ES,2022-07-15 04:29:04,43.5547,-5.9248,69.62,69.19,71.38,Clouds,few clouds,94,20,9.22
551,Illapel,CL,2022-07-15 04:29:04,-31.6308,-71.1653,44.31,44.31,44.31,Clouds,overcast clouds,93,100,4.29
552,Gelibolu,TR,2022-07-15 04:29:05,40.4103,26.6708,69.66,69.66,69.66,Clear,clear sky,73,0,10.04
553,Te Anau,NZ,2022-07-15 04:29:05,-45.4167,167.7167,38.07,38.07,38.07,Rain,light rain,97,100,1.39
554,Xining,CN,2022-07-15 04:29:05,36.6167,101.7667,61.66,61.66,61.66,Clouds,overcast clouds,87,100,0.96
555,Jacksonville Beach,US,2022-07-15 04:29:06,30.2947,-81.3931,75.42,73.08,77.05,Clouds,overcast clouds,94,100,8.05
556,Sao Lourenco Do Oeste,BR,2022-07-15 04:29:06,-26.3592,-52.8511,63.1,63.1,63.1,Clouds,overcast clouds,63,96,10.02
557,Margate,GB,2022-07-15 04:29:07,51.3813,1.3862,54.43,51.12,56.3,Clouds,broken clouds,87,83,4.7
558,Kyzyl-Suu,KG,2022-07-15 04:29:07,42.3414,78.0056,65.86,65.86,65.86,Clouds,overcast clouds,44,100,4.88
559,Inyonga,TZ,2022-07-15 04:29:08,-6.7167,32.0667,57.78,57.78,57.78,Clear,clear sky,68,9,4.79
